Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"1,128",The Metropolitan Opera HD Live: Rossini: La donna del lago,"$416,102",-,-,"$416,102",100%
"1,129",The Mafia Kills Only in Summer 2015 Re-release,"$413,236","$37,134",9%,"$376,102",91%
"1,130",Unbranded,"$412,792","$410,185",99.4%,"$2,607",0.6%
"1,131",Badlapur,"$409,166","$409,166",100%,-,-
"1,132",Song One,"$408,918","$32,251",7.9%,"$376,667",92.1%
"1,133",The Taking of Deborah Logan,"$407,782",-,-,"$407,782",100%
"1,134",Just a Little Chemistry,"$406,588",-,-,"$406,588",100%
"1,135",The Hunting Ground,"$405,917","$405,917",100%,-,-
"1,136",Boy 7,"$405,616",-,-,"$405,616",100%
"1,137",Socios por accidente 2,"$404,117",-,-,"$404,117",100%
"1,138",The Apu Trilogy,"$402,723","$402,723",100%,-,-
"1,139",Freetown,"$401,328","$401,328",100%,-,-
"1,140",Anna,"$400,471",-,-,"$400,471",100%
"1,141",Home Care,"$399,790",-,-,"$399,790",100%
"1,142",The Humbling,"$399,666",-,-,"$399,666",100%
"1,143",Kryptonite,"$394,522",-,-,"$394,522",100%
"1,144",Kunigo nauda velniai gaudo,"$394,170",-,-,"$394,170",100%
"1,145",I nöd eller lust,"$393,751",-,-,"$393,751",100%
"1,146",Bana Adini Sor,"$392,088",-,-,"$392,088",100%
"1,147",The Secret Society of Souptown,"$391,572",-,-,"$391,572",100%
"1,148",Atacada: la teoría del dolor,"$388,076",-,-,"$388,076",100%
"1,149",Amore Mio,"$387,912",-,-,"$387,912",100%
"1,150",Hitchcock/Truffaut,"$386,471","$260,430",67.4%,"$126,041",32.6%
"1,151",Harmony 2015 Re-release,"$385,280",-,-,"$385,280",100%
"1,152",The Snake Brothers,"$384,725",-,-,"$384,725",100%
"1,153",Bone Tomahawk,"$382,579",-,-,"$382,579",100%
"1,154",Z for Zachariah,"$381,839","$121,461",31.8%,"$260,378",68.2%
"1,155",Ch/B,"$379,990",-,-,"$379,990",100%
"1,156",Mazlum Kuzey,"$378,764",-,-,"$378,764",100%
"1,157",Miss Hokusai,"$377,702","$222,670",59%,"$155,032",41%
"1,158",Daughter,"$377,470",-,-,"$377,470",100%
"1,159",Le talent de mes amis,"$376,522",$889,0.2%,"$375,633",99.8%
"1,160",The Scent of Mandarin,"$376,499",-,-,"$376,499",100%
"1,161",Idealisten,"$372,897",-,-,"$372,897",100%
"1,162",The Assistant,"$370,692",-,-,"$370,692",100%
"1,163",The Nutcracker Sweet,"$370,591",-,-,"$370,591",100%
"1,164",The Girl King,"$369,798",-,-,"$369,798",100%
"1,165",Soue Tafahom,"$369,146",-,-,"$369,146",100%
"1,166",Dark Awakening,"$367,925",-,-,"$367,925",100%
"1,167",Arthur 3: The War of the Two Worlds 2015 Re-release,"$366,645",-,-,"$366,645",100%
"1,168",En Güzeli,"$366,511",-,-,"$366,511",100%
"1,169",Second Origin,"$363,922",-,-,"$363,922",100%
"1,170",Invisible Man,"$363,595",-,-,"$363,595",100%
"1,171",London Road,"$363,461",-,-,"$363,461",100%
"1,172",Hubert von Goisern - Brenna tuat's schon lang,"$361,601",-,-,"$361,601",100%
"1,173",Assassination Classroom,"$360,475",-,-,"$360,475",100%
"1,174",Everly,"$358,156",-,-,"$358,156",100%
"1,175",My Skinny Sister,"$355,306",-,-,"$355,306",100%
"1,176",Caprice,"$353,885",-,-,"$353,885",100%
"1,177",A Napoli non piove mai,"$353,855",-,-,"$353,855",100%
"1,178",Blade Runner The Final Cut (2015 re-release),"$353,579",-,-,"$353,579",100%
"1,179",Strikdas,"$351,188",-,-,"$351,188",100%
"1,180",The Battle of Britain at 75,"$351,087",-,-,"$351,087",100%
"1,181",Aferim!,"$350,110","$108,110",30.9%,"$242,000",69.1%
"1,182",Jwanita,"$348,441",-,-,"$348,441",100%
"1,183",Uzaklarda Arama,"$347,864",-,-,"$347,864",100%
"1,184",Don't Tell Me the Boy Was Mad,"$346,154",-,-,"$346,154",100%
"1,185",Animal Kingdom: Let's go Ape,"$345,636",-,-,"$345,636",100%
"1,186",Un début prometteur,"$343,419",-,-,"$343,419",100%
"1,187",Seytan-i Racim 2: Ifrit,"$340,315",-,-,"$340,315",100%
"1,188",Love a ru mi rai rak arai mai ru,"$339,678",-,-,"$339,678",100%
"1,189",The Lady in the Car with Glasses and a Gun,"$339,461","$2,167",0.6%,"$337,294",99.4%
"1,190",Howl 2015 Re-release,"$336,420",-,-,"$336,420",100%
"1,191",When a Tree Falls,"$334,715",-,-,"$334,715",100%
"1,192",Als wir träumten,"$334,069",-,-,"$334,069",100%
"1,193",Ballet 422,"$333,554","$333,554",100%,-,-
"1,194",Hollywood in my Huis,"$333,327",-,-,"$333,327",100%
"1,195",Shamitabh,"$331,821","$324,597",97.8%,"$7,224",2.2%
"1,196",Pilecki,"$331,263",-,-,"$331,263",100%
"1,197",3688,"$330,980",-,-,"$330,980",100%
"1,198",Limonata,"$328,039",-,-,"$328,039",100%
"1,199",Der Blunzenkönig,"$324,598",-,-,"$324,598",100%
"1,200",Hey Bro,"$323,930",-,-,"$323,930",100%
"1,201",The Land of Oz,"$322,067",-,-,"$322,067",100%
"1,202",Circle of Atonement,"$320,315",-,-,"$320,315",100%
"1,203",Negociador,"$319,362",-,-,"$319,362",100%
"1,204",Cin Kuyusu,"$319,360",-,-,"$319,360",100%
"1,205",Hy Sinh Doi Trai,"$319,246",-,-,"$319,246",100%
"1,206",Elena 2015 Re-release,"$319,223",-,-,"$319,223",100%
"1,207",El cartel de la papa,"$316,201",-,-,"$316,201",100%
"1,208",David and Goliath,"$316,100","$316,100",100%,-,-
"1,209",Time Out of Mind,"$314,082","$166,775",53.1%,"$147,307",46.9%
"1,210",Faber in Sardegna & L'ultimo concerto di Fabrizio De André,"$313,989",-,-,"$313,989",100%
"1,211",Robinson Crusoe ve Cuma,"$313,567",-,-,"$313,567",100%
"1,212",Kanashimi no wasurekata: Documentary of Nogizaka 46,"$309,932",-,-,"$309,932",100%
"1,213",Learn by Heart,"$309,597",-,-,"$309,597",100%
"1,214",Merchants of Doubt,"$308,156","$308,156",100%,-,-
"1,215",A Esperança é a Última que Morre,"$307,804",-,-,"$307,804",100%
"1,216",The Easy Way Out,"$307,017",-,-,"$307,017",100%
"1,217",Monsters: Dark Continent,"$306,004",-,-,"$306,004",100%
"1,218",Back to the 90s,"$305,757",-,-,"$305,757",100%
"1,219",Un Français,"$304,761",-,-,"$304,761",100%
"1,220",Microbe & Gasoline,"$303,787","$63,802",21%,"$239,985",79%
"1,221",N.H 10,"$303,587","$303,587",100%,-,-
"1,222",12 Chòm Sao: Ve Duong Cho Yêu Chay,"$303,504",-,-,"$303,504",100%
"1,223",Summer Snow,"$302,072",-,-,"$302,072",100%
"1,224",One Night in Taipei,"$301,845",-,-,"$301,845",100%
"1,225",Deep in the Wood,"$299,064",-,-,"$299,064",100%
"1,226",Armi Alive!,"$295,731",-,-,"$295,731",100%
"1,227",Chic!,"$295,295","$5,587",1.9%,"$289,708",98.1%
"1,228",Stonewall,"$292,669","$187,674",64.1%,"$104,995",35.9%
"1,229",The Last Five Years,"$292,092","$145,427",49.8%,"$146,665",50.2%
"1,230",The Man in 3B,"$291,513","$291,513",100%,-,-
"1,231",Exeter,"$291,097",-,-,"$291,097",100%
"1,232",Above and Beyond,"$288,751","$288,751",100%,-,-
"1,233",Cut Bank,"$288,591",-,-,"$288,591",100%
"1,234",The Last Hammer Blow,"$287,248",-,-,"$287,248",100%
"1,235",Phee Ha Ayothaya,"$287,128",-,-,"$287,128",100%
"1,236","Dis ek, Anna","$285,344",-,-,"$285,344",100%
"1,237",Alex & Eve,"$284,934",-,-,"$284,934",100%
"1,238",Bring Back the Dead,"$284,876",-,-,"$284,876",100%
"1,239",Manny Lewis,"$283,050",-,-,"$283,050",100%
"1,240",600 Miles,"$282,456",-,-,"$282,456",100%
"1,241",Le grand jour,"$281,684",-,-,"$281,684",100%
"1,242",Sons of Rizk,"$281,607",-,-,"$281,607",100%
"1,243",Schneider vs. Bax,"$278,660",-,-,"$278,660",100%
"1,244",Ögrenci Isleri,"$278,304",-,-,"$278,304",100%
"1,245",F for Far,"$277,918",-,-,"$277,918",100%
"1,246",Yugo and Lala 2015 Re-release,"$277,699",-,-,"$277,699",100%
"1,247",300 Worte Deutsch,"$276,792",-,-,"$276,792",100%
"1,248",Gruber Is Leaving,"$276,176",-,-,"$276,176",100%
"1,249",Soldato semplice,"$275,747",-,-,"$275,747",100%
"1,250",Where the Wind Settles,"$274,774",-,-,"$274,774",100%
"1,251",Wilson City,"$274,074",-,-,"$274,074",100%
"1,252",Aloft,"$270,971","$53,086",19.6%,"$217,885",80.4%
"1,253",Wong Ka Yan,"$270,574",-,-,"$270,574",100%
"1,254",Wawa No Cidal,"$269,750",-,-,"$269,750",100%
"1,255",Baby Steps,"$261,757",-,-,"$261,757",100%
"1,256",Up on the Wooftop,"$258,425",-,-,"$258,425",100%
"1,257",Fufu Fu-Fu-Nikki,"$257,318",-,-,"$257,318",100%
"1,258",Keep Running. Zombie Soldier!,"$256,671",-,-,"$256,671",100%
"1,259",Rabbit Hero,"$256,241",-,-,"$256,241",100%
"1,260",Rabid Dogs,"$254,303",-,-,"$254,303",100%
"1,261",LokalFilmis,"$253,878",-,-,"$253,878",100%
"1,262",Fall in Love Like a Star 2015 Re-release,"$253,785","$212,508",83.7%,"$41,277",16.3%
"1,263",Paayum Puli,"$253,674",-,-,"$253,674",100%
"1,264",Frankenstein,"$253,514",-,-,"$253,514",100%
"1,265",The Night Watchmen,"$252,917",-,-,"$252,917",100%
"1,266",The Octonauts,"$252,738",-,-,"$252,738",100%
"1,267",Ask Nerede?,"$249,279",-,-,"$249,279",100%
"1,268",Close Range,"$248,978",-,-,"$248,978",100%
"1,269",Tien Nu Khong Kieng Cu,"$248,921",-,-,"$248,921",100%
"1,270",Long Story Short,"$248,355",-,-,"$248,355",100%
"1,271",Date a Live Movie: Mayuri Judgement,"$247,826",-,-,"$247,826",100%
"1,272",Disney Junior Party,"$247,274",-,-,"$247,274",100%
"1,273",Malefic,"$246,819",-,-,"$246,819",100%
"1,274",Kaakkaa Muttai,"$246,551",-,-,"$246,551",100%
"1,275",Hüddam,"$245,105",-,-,"$245,105",100%
"1,276","Klearchos, Marina, and the Short One","$244,952",-,-,"$244,952",100%
"1,277",Hung Ali And Sau Loc Coc,"$243,825",-,-,"$243,825",100%
"1,278",Tevar,"$242,453","$236,002",97.3%,"$6,451",2.7%
"1,279",Uno per tutti,"$240,833",-,-,"$240,833",100%
"1,280",Boulevard,"$240,450","$126,150",52.5%,"$114,300",47.5%
"1,281",Carter High,"$240,214","$240,214",100%,-,-
"1,282",I Believe in Miracles,"$239,770",-,-,"$239,770",100%
"1,283",Adventures of Gustavas,"$239,364",-,-,"$239,364",100%
"1,284",Distractions,"$237,906",-,-,"$237,906",100%
"1,285",Timing,"$235,716",-,-,"$235,716",100%
"1,286",Warsaw by Night,"$235,249",-,-,"$235,249",100%
"1,287",Uncle,"$234,968",-,-,"$234,968",100%
"1,288",After the Ball,"$234,417","$161,820",69%,"$72,597",31%
"1,289",The Lies of the Victors,"$234,376",-,-,"$234,376",100%
"1,290",Po nebu bosikom,"$234,164",-,-,"$234,164",100%
"1,291",Triple Trouble,"$232,407",-,-,"$232,407",100%
"1,292",7 Letters,"$232,027",-,-,"$232,027",100%
"1,293",Going Clear: Scientology & the Prison of Belief,"$230,194",-,-,"$230,194",100%
"1,294",The Red Spider,"$230,141",-,-,"$230,141",100%
"1,295",Titli,"$229,691",-,-,"$229,691",100%
"1,296",The Teacher,"$229,227",-,-,"$229,227",100%
"1,297",Pressure,"$228,892",-,-,"$228,892",100%
"1,298",Ruben Guthrie,"$227,691",-,-,"$227,691",100%
"1,299",Le grand jeu,"$226,708",-,-,"$226,708",100%
"1,300",Manda yuvasi,"$226,112",-,-,"$226,112",100%
"1,301",Experimenter,"$224,145","$155,575",69.4%,"$68,570",30.6%
"1,302",Nothing But the Truth 2015 Re-release,"$223,130",-,-,"$223,130",100%
"1,303",My Little Pony: Equestria Girls - Friendship Games,"$222,840",-,-,"$222,840",100%
"1,304",Shooting Stars,"$222,755",-,-,"$222,755",100%
"1,305","Indio, La Pelicula","$222,429",-,-,"$222,429",100%
"1,306",Kung Fu Pho,"$222,207",-,-,"$222,207",100%
"1,307",Phantom Boy,"$221,016","$34,362",15.5%,"$186,654",84.5%
"1,308",New Initial D the Movie: Legend 2 - Racer,"$220,527",-,-,"$220,527",100%
"1,309",Police Academy Alaturka,"$220,483",-,-,"$220,483",100%
"1,310",Lost in Wrestling,"$220,000",-,-,"$220,000",100%
"1,311",Bendita calamidad,"$219,640",-,-,"$219,640",100%
"1,312",Club Life,"$219,229","$4,444",2%,"$214,785",98%
"1,313",Oi gabroi tis Eftyhias,"$218,077",-,-,"$218,077",100%
"1,314",Babbo Natale non viene da Nord,"$218,067",-,-,"$218,067",100%
"1,315",Guardian Angel 2015 Re-release,"$217,996",-,-,"$217,996",100%
"1,316",Everything Will Be Fine 2015 Re-release,"$217,456",-,-,"$217,456",100%
"1,317",Vampire in Love,"$217,374",-,-,"$217,374",100%
"1,318",O Vendedor de Passados,"$216,706",-,-,"$216,706",100%
"1,319",The Tribe,"$215,034","$150,564",70%,"$64,470",30%
"1,320",Ingrid Bergman: In Her Own Words,"$214,014","$138,148",64.6%,"$75,866",35.4%
"1,321",Masss 2015 Re-release,"$213,214",-,-,"$213,214",100%
"1,322",Chocolate City,"$212,662","$212,662",100%,-,-
"1,323",The Ground We Won,"$211,629",-,-,"$211,629",100%
"1,324",Sand Castles,"$210,512",-,-,"$210,512",100%
"1,325",Amor Impossível,"$209,805",-,-,"$209,805",100%
"1,326",Sum of Histories,"$208,993",-,-,"$208,993",100%
"1,327",Café Derby,"$208,815",-,-,"$208,815",100%
"1,328",The Clearstream Affair,"$207,730",-,-,"$207,730",100%
"1,329",Love Heaw Feaw Tott,"$207,189",-,-,"$207,189",100%
"1,330",Musical Chairs,"$204,466",-,-,"$204,466",100%
"1,331",Vanish,"$204,422",-,-,"$204,422",100%
"1,332",Les anarchistes,"$204,270",-,-,"$204,270",100%
"1,333",I bambini sanno,"$203,674",-,-,"$203,674",100%
"1,334",Mama daragaya!,"$202,336",-,-,"$202,336",100%
"1,335",Adventurers' Club,"$202,045",-,-,"$202,045",100%
"1,336",Spievankovo 5: O povolaniach,"$199,525",-,-,"$199,525",100%
"1,337",Wo de shi pian,"$198,986",-,-,"$198,986",100%
"1,338",Wonders,"$197,293",-,-,"$197,293",100%
"1,339",Yolunda A.S.: Çinçin Baglari Hikayesi,"$196,653",-,-,"$196,653",100%
"1,340",Thanh Nho,"$195,683",-,-,"$195,683",100%
"1,341",The Masters,"$194,998",-,-,"$194,998",100%
"1,342",Jack,"$194,833",-,-,"$194,833",100%
"1,343",Influence,"$194,591",-,-,"$194,591",100%
"1,344",Bozo: The World's Most Famous Clown: Super Salesman Bozo,"$193,904",-,-,"$193,904",100%
"1,345",So Far So Good,"$192,732",-,-,"$192,732",100%
"1,346",Tempo Insatiable,"$192,077",-,-,"$192,077",100%
"1,347","Farewell, Berlin Wall","$190,640",-,-,"$190,640",100%
"1,348",Deadman Inferno,"$190,299",-,-,"$190,299",100%
"1,349",Vojtech,"$190,000",-,-,"$190,000",100%
"1,350",Neulovimye,"$189,787",-,-,"$189,787",100%
"1,351",Hallo Bungalow,"$188,794",-,-,"$188,794",100%
"1,352",Treurgrond,"$187,566",-,-,"$187,566",100%
"1,353",Føniks,"$185,598",-,-,"$185,598",100%
"1,354",The Duke of Burgundy,"$185,147","$64,521",34.8%,"$120,626",65.2%
"1,355",Tell Me Sweet Something,"$185,131",-,-,"$185,131",100%
"1,356",Return to Sender 2015 Re-release,"$183,369",-,-,"$183,369",100%
"1,357",Lambert & Stamp,"$183,320","$183,320",100%,-,-
"1,358",Hördur - Zwischen den Welten,"$182,737",-,-,"$182,737",100%
"1,359","Pettson and Findus: A Little Nuisance, a Great Friendship 2015 Re-release","$182,676",-,-,"$182,676",100%
"1,360",A Hard Day's Night 2015 Re-release,"$180,939",-,-,"$180,939",100%
"1,361",The Idolmaster Movie: Beyond the Brilliant Future! 2015 Re-release,"$180,904",-,-,"$180,904",100%
"1,362",Voyna polov,"$180,837",-,-,"$180,837",100%
"1,363",An Honest Liar,"$180,590","$180,590",100%,-,-
"1,364",Contracted: Phase II,"$180,213",-,-,"$180,213",100%
"1,365",Lila & Eve,"$179,807","$38,263",21.3%,"$141,544",78.7%
"1,366",Lazy Hazy Crazy,"$179,637",-,-,"$179,637",100%
"1,367",The Jungle Bunch 2: The Great Treasure Quest,"$179,272",-,-,"$179,272",100%
"1,368",Rossini: William Tell,"$178,663",-,-,"$178,663",100%
"1,369",The Dog Who Saved Easter,"$178,360",-,-,"$178,360",100%
"1,370",You Are So Yummy: Happy to Be with You,"$178,126",-,-,"$178,126",100%
"1,371",People Places Things,"$177,338","$67,046",37.8%,"$110,292",62.2%
"1,372",Trois Coeurs,"$176,935",-,-,"$176,935",100%
"1,373",4 Kings 2015 Re-release,"$176,309",-,-,"$176,309",100%
"1,374",The Price of Fame,"$175,844",-,-,"$175,844",100%
"1,375",Heil,"$173,647",-,-,"$173,647",100%
"1,376",Paparazzi,"$173,470",-,-,"$173,470",100%
"1,377",All Things Must Pass,"$172,394","$172,394",100%,-,-
"1,378",Landraub,"$172,002",-,-,"$172,002",100%
"1,379",Elephant Song,"$171,505",-,-,"$171,505",100%
"1,380",Amnèsia 2015 Re-release,"$170,565",-,-,"$170,565",100%
"1,381",Our Sister Mambo,"$168,478",-,-,"$168,478",100%
"1,382",Land and Shade,"$164,916",-,-,"$164,916",100%
"1,383",Christmas Eve,"$164,839","$91,302",55.4%,"$73,537",44.6%
"1,384",The Incredibles 2015 Re-release,"$164,621",-,-,"$164,621",100%
"1,385",Sijjin 2,"$163,542",-,-,"$163,542",100%
"1,386",1 Day 2015 Re-release,"$163,116",-,-,"$163,116",100%
"1,387",Pound of Flesh,"$163,080",-,-,"$163,080",100%
"1,388",No Boyfriend Since Birth,"$162,656",-,-,"$162,656",100%
"1,389",Sindrom Petrushki,"$162,402",-,-,"$162,402",100%
"1,390",French Toast,"$160,742",-,-,"$160,742",100%
"1,391",Tiempo sin aire,"$160,477",-,-,"$160,477",100%
"1,392",Bound to Vengeance,"$160,358",-,-,"$160,358",100%
"1,393",Levski,"$160,101",-,-,"$160,101",100%
"1,394",DEATH Siam Masseur,"$159,720",-,-,"$159,720",100%
"1,395",Victoria 2015 Re-release,"$159,156",-,-,"$159,156",100%
"1,396",Bolshoi Ballet: The Lady of the Camellias,"$159,155",-,-,"$159,155",100%
"1,397",The Look of Silence,"$157,857","$109,089",69.1%,"$48,768",30.9%
"1,398",Adana isi,"$157,822",-,-,"$157,822",100%
"1,399",Hell and Back,"$157,768","$157,768",100%,-,-
"1,400",Attack on Titan: Crimson Bow and Arrow,"$157,747",-,-,"$157,747",100%
"1,401",Yes or No 2.5,"$156,856",-,-,"$156,856",100%
"1,402",Sous X,"$156,706",-,-,"$156,706",100%
"1,403",Urban Family,"$155,929",-,-,"$155,929",100%
"1,404",Queen & Country,"$155,881","$41,297",26.5%,"$114,584",73.5%
"1,405",The Boy and the World 2015 Re-release,"$155,215","$129,480",83.4%,"$25,735",16.6%
"1,406",Anegan,"$155,084",-,-,"$155,084",100%
"1,407",The Crypt,"$154,291",-,-,"$154,291",100%
"1,408",Antarctica: Ice and Sky,"$154,243",-,-,"$154,243",100%
"1,409",Translator,"$153,165",-,-,"$153,165",100%
"1,410",Backstreet Boys: Show 'Em What You're Made Of,"$153,068","$153,068",100%,-,-
"1,411",In the Shadow of Women,"$152,802","$50,291",32.9%,"$102,511",67.1%
"1,412",A Date with Miss Fortune,"$152,653",-,-,"$152,653",100%
"1,413",Astragal,"$149,076",-,-,"$149,076",100%
"1,414",The King of Havana,"$148,797",-,-,"$148,797",100%
"1,415",Hitting the Apex,"$148,792",-,-,"$148,792",100%
"1,416",Pet Pals in Windland 2015 Re-release,"$148,342",-,-,"$148,342",100%
"1,417",La Espara,"$148,214",-,-,"$148,214",100%
"1,418",Absolution,"$148,205",-,-,"$148,205",100%
"1,419",The Rocky Horror Picture Show 2015 Re-release,"$148,061",-,-,"$148,061",100%
"1,420",Conducta,"$147,731",-,-,"$147,731",100%
"1,421",Ierey-san. Ispoved samuraya,"$147,631",-,-,"$147,631",100%
"1,422",Songs My Brothers Taught Me,"$146,937","$34,793",23.7%,"$112,144",76.3%
"1,423",Wedding in New York,"$146,620",-,-,"$146,620",100%
"1,424",Dumapárbaj,"$146,137",-,-,"$146,137",100%
"1,425",While We're Young 2015 Re-release,"$145,942",-,-,"$145,942",100%
"1,426",Decide 2,"$145,337",-,-,"$145,337",100%
"1,427",All You Need Is Love,"$144,774",-,-,"$144,774",100%
"1,428",I Spit on Your Grave: Vengeance is Mine,"$144,661",-,-,"$144,661",100%
"1,429",Yellow Day 2015 Re-release,"$144,163","$144,163",100%,-,-
"1,430",Cop Car,"$143,658","$134,552",93.7%,"$9,106",6.3%
"1,431",Deo Te-neo Ri-ri-ko Seu-pin-to,"$140,098",-,-,"$140,098",100%
"1,432",Umrika,"$138,706",-,-,"$138,706",100%
"1,433",Rettet Raffi!,"$137,775",-,-,"$137,775",100%
"1,434",Trippel Trappel Dierensinterklaas 2015 Re-release,"$137,762",-,-,"$137,762",100%
"1,435",Celebrity Ltd.,"$137,463",-,-,"$137,463",100%
"1,436",The Dead Room,"$136,319",-,-,"$136,319",100%
"1,437",Pixies,"$135,437",-,-,"$135,437",100%
"1,438",La Sapienza,"$135,392","$135,392",100%,-,-
"1,439",My Neighbor Totoro 2015 Re-release,"$134,877",-,-,"$134,877",100%
"1,440",Ezan,"$133,752",-,-,"$133,752",100%
"1,441",Don't Think I've Forgotten: Cambodia's Lost Rock and Roll,"$133,443","$133,443",100%,-,-
"1,442",A Ballerina's Tale,"$131,995","$131,995",100%,-,-
"1,443",Women He's Undressed,"$131,701",-,-,"$131,701",100%
"1,444",Summers Downstairs,"$131,397",-,-,"$131,397",100%
"1,445",Anatomia zla,"$131,081",-,-,"$131,081",100%
"1,446",My Daughter's First Time,"$129,134",-,-,"$129,134",100%
"1,447",Asesinos inocentes,"$127,157",-,-,"$127,157",100%
"1,448",Sparrows,"$126,165",-,-,"$126,165",100%
"1,449",Wonder Mama,"$125,725",-,-,"$125,725",100%
"1,450",Rescuers,"$125,267",-,-,"$125,267",100%
"1,451",Every Secret Thing,"$124,733","$103,536",83%,"$21,197",17%
"1,452",Kae Dai Kidthung,"$124,501",-,-,"$124,501",100%
"1,453",Marguerite & Julien,"$123,918",-,-,"$123,918",100%
"1,454",Préjudice,"$123,868",-,-,"$123,868",100%
"1,455",Appropriate Behavior,"$123,699","$46,912",37.9%,"$76,787",62.1%
"1,456",The Technician,"$123,588",-,-,"$123,588",100%
"1,457",Code M,"$123,377",-,-,"$123,377",100%
"1,458",Altergeist,"$123,233",-,-,"$123,233",100%
"1,459",Somer Son,"$123,191",-,-,"$123,191",100%
"1,460",Azap,"$123,066",-,-,"$123,066",100%
"1,461",Ashby,"$122,919","$4,631",3.8%,"$118,288",96.2%
"1,462",Do I Sound Gay?,"$122,595","$119,388",97.4%,"$3,207",2.6%
"1,463",Zero Tolerance,"$121,245",-,-,"$121,245",100%
"1,464",Casa Grande,"$121,209",-,-,"$121,209",100%
"1,465",In Jackson Heights,"$121,094","$121,094",100%,-,-
"1,466",Masaan,"$120,809",-,-,"$120,809",100%
"1,467",Alles unter Kontrolle,"$120,340",-,-,"$120,340",100%
"1,468",Para Elisa 2015 Re-release,"$120,276",-,-,"$120,276",100%
"1,469",The Pearl Button,"$119,753","$42,166",35.2%,"$77,587",64.8%
"1,470",Digging for Fire,"$119,364","$119,364",100%,-,-
"1,471",Psycho-Pass,"$119,127",-,-,"$119,127",100%
"1,472",Neither Heaven Nor Earth,"$118,663","$12,810",10.8%,"$105,853",89.2%
"1,473",Shareek,"$118,315",-,-,"$118,315",100%
"1,474",Biet Doi Tu Than,"$117,735",-,-,"$117,735",100%
"1,475",Alice in Earnestland,"$116,614",-,-,"$116,614",100%
"1,476",Ci devo pensare,"$116,366",-,-,"$116,366",100%
"1,477",Lost in Munich,"$115,922",-,-,"$115,922",100%
"1,478",Superwelt,"$115,620",-,-,"$115,620",100%
"1,479",Desaster,"$115,616",-,-,"$115,616",100%
"1,480",Baby 2015 Re-release,"$115,444",-,-,"$115,444",100%
"1,481",Azem 2: Cin Garezi,"$113,871",-,-,"$113,871",100%
"1,482",From A to B,"$113,855",-,-,"$113,855",100%
"1,483",The Goonies 2015 Re-release,"$113,538","$113,538",100%,-,-
"1,484",Road Hard,"$113,169","$113,169",100%,-,-
"1,485",Tokio,"$112,853",-,-,"$112,853",100%
"1,486",'n Man Soos My Pa,"$112,340",-,-,"$112,340",100%
"1,487",1915,"$111,682","$111,682",100%,-,-
"1,488",Let the Music Play,"$111,125",-,-,"$111,125",100%
"1,489",Strangerland,"$111,107","$17,472",15.7%,"$93,635",84.3%
"1,490",Boquerón,"$111,078",-,-,"$111,078",100%
"1,491",Au plus près du soleil,"$110,574",-,-,"$110,574",100%
"1,492",Black Death 2015 Re-release,"$110,434",-,-,"$110,434",100%
"1,493",Uttama Villain,"$110,119",-,-,"$110,119",100%
"1,494",West 2015 Re-release,"$110,117",-,-,"$110,117",100%
"1,495",I Am a Soldier,"$110,052",-,-,"$110,052",100%
"1,496",Roar,"$110,048","$110,048",100%,-,-
"1,497",Love H2O,"$109,879",-,-,"$109,879",100%
"1,498",1944,"$109,768",-,-,"$109,768",100%
"1,499",Get Outta Here,"$109,716",-,-,"$109,716",100%
"1,500",Adult Beginners,"$108,808","$108,808",100%,-,-
"1,501",Sworn Virgin,"$108,681","$4,636",4.3%,"$104,045",95.7%
"1,502",Getaway of Love,"$108,489",-,-,"$108,489",100%
"1,503",La résistance de l'air,"$108,232",-,-,"$108,232",100%
"1,504",Becks letzter Sommer,"$107,469",-,-,"$107,469",100%
"1,505",Ways Into Love,"$107,306",-,-,"$107,306",100%
"1,506",Taj Mahal,"$107,305",-,-,"$107,305",100%
"1,507",The Portuguese Falcon,"$107,279",-,-,"$107,279",100%
"1,508",Fear Clinic,"$106,974",-,-,"$106,974",100%
"1,509",The Tales of Hoffmann,"$106,860","$91,930",86%,"$14,930",14%
"1,510",The Metropolitan Opera HD Live: Mascagni: Cavalleria Rusticana/Leoncavallo: Pagliacci,"$106,012",-,-,"$106,012",100%
"1,511",No Turning Back,"$105,842",-,-,"$105,842",100%
"1,512",Hablar,"$105,201",-,-,"$105,201",100%
"1,513",The Terminator 2015 Re-release,"$104,771",-,-,"$104,771",100%
"1,514",Don't Blink,"$104,549",-,-,"$104,549",100%
"1,515",Results,"$104,507","$104,507",100%,-,-
"1,516",Evangeline,"$104,194",-,-,"$104,194",100%
"1,517",Memories of the Wind,"$103,975",-,-,"$103,975",100%
"1,518",Big Fortune Hotel,"$103,561",-,-,"$103,561",100%
"1,519",Samij luchij denj,"$103,331",-,-,"$103,331",100%
"1,520",Paradise Trips,"$102,994",-,-,"$102,994",100%
"1,521",Uno anzi due,"$102,661",-,-,"$102,661",100%
"1,522",Spirited Away 2015 Re-release,"$102,480",-,-,"$102,480",100%
"1,523",Mukhtiar Chadha,"$102,365",-,-,"$102,365",100%
"1,524",Odnoy levoy,"$102,167",-,-,"$102,167",100%
"1,525",Attabu 2,"$102,054",-,-,"$102,054",100%
"1,526",About a Girl,"$102,011",-,-,"$102,011",100%
"1,527",Trouvoete,"$101,846",-,-,"$101,846",100%
"1,528",Kill Me Three Times,"$101,807","$24,296",23.9%,"$77,511",76.1%
