Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"1,186",Yesterday 2005 Re-release,"$12,778",-,-,"$12,778",100%
"1,187",Gory Gory Hallelujah,"$12,604","$12,604",100%,-,-
"1,188",Daltry Calhoun,"$12,551","$12,551",100%,-,-
"1,189",The Far Side of the Moon 2005 Re-release,"$12,534","$12,534",100%,-,-
"1,190",Warriors of Virtue 2005 Re-release,"$12,416",-,-,"$12,416",100%
"1,191",Clara et moi 2005 Re-release,"$12,340",-,-,"$12,340",100%
"1,192",Em Samheten,"$12,025",-,-,"$12,025",100%
"1,193",Face Addict,"$11,987",-,-,"$11,987",100%
"1,194",All Babes Want to Kill Me,"$11,975","$11,975",100%,-,-
"1,195",Levottomat 3 - kun mikään ei riitä 2005 Re-release,"$11,864",-,-,"$11,864",100%
"1,196",Bachke Rehna Re Baba,"$11,780",-,-,"$11,780",100%
"1,197",Writer of O,"$11,728","$11,728",100%,-,-
"1,198",Aunt Tiger,"$11,587",-,-,"$11,587",100%
"1,199",Girl Play,"$11,523","$11,523",100%,-,-
"1,200","...en fin, el mar","$11,475",-,-,"$11,475",100%
"1,201",Winning Girls Through Psychic Mind Control,"$11,089","$11,089",100%,-,-
"1,202",The Seventh Sense,"$10,666",-,-,"$10,666",100%
"1,203",It's All About Love 2005 Re-release,"$10,663",-,-,"$10,663",100%
"1,204",One More Round,"$10,629","$10,629",100%,-,-
"1,205",Fighting Tommy Riley,"$10,514","$10,514",100%,-,-
"1,206",Our Precious Children 2005 Re-release,"$10,463",-,-,"$10,463",100%
"1,207",Vaah! Life Ho Toh Aisi!,"$10,363",-,-,"$10,363",100%
"1,208",Pieces of April 2005 Re-release,"$10,293",-,-,"$10,293",100%
"1,209",The Sound of Music 2005 Re-release,"$10,205",-,-,"$10,205",100%
"1,210",Elemnee El Hob,"$10,042",-,-,"$10,042",100%
"1,211",Zielen van Napels,"$10,028",-,-,"$10,028",100%
"1,212",In Your Hands,"$10,011",-,-,"$10,011",100%
"1,213",Finding Home,"$9,736","$9,736",100%,-,-
"1,214",The President's Last Bang,"$9,724","$9,724",100%,-,-
"1,215",The Gospel of John 2005 Re-release,"$9,651",-,-,"$9,651",100%
"1,216",Earth and Ashes,"$9,530",-,-,"$9,530",100%
"1,217",Perfect Strangers 2005 Re-release,"$9,484",-,-,"$9,484",100%
"1,218",Kida OK!,"$9,437",-,-,"$9,437",100%
"1,219",Innocence and Experience: The Making of 'The Age of Innocence',"$9,395","$9,395",100%,-,-
"1,220",First Love 2005 Re-release,"$9,392","$9,392",100%,-,-
"1,221",Gangsters 2005 Re-release,"$9,368",-,-,"$9,368",100%
"1,222",Milk and Honey,"$9,331","$9,331",100%,-,-
"1,223",Film 2018: Episode dated 10 February 2004,"$9,151",-,-,"$9,151",100%
"1,224",Harry's Daughters,"$9,065",-,-,"$9,065",100%
"1,225",Living Life,"$9,064","$9,064",100%,-,-
"1,226",Into the Deep,"$9,011",-,-,"$9,011",100%
"1,227","Poor, Poor Pavel","$8,975",-,-,"$8,975",100%
"1,228",Lady Zee,"$8,894",-,-,"$8,894",100%
"1,229",The Swenkas,"$8,860","$8,860",100%,-,-
"1,230",Princess Raccoon,"$8,844",-,-,"$8,844",100%
"1,231",The Strait Story,"$8,835",-,-,"$8,835",100%
"1,232",One Last Ride,"$8,780",-,-,"$8,780",100%
"1,233",My Right to Ravage Myself,"$8,760",-,-,"$8,760",100%
"1,234",The Crimson Rivers 2005 Re-release,"$8,714",-,-,"$8,714",100%
"1,235",Equilibrium 2005 Re-release,"$8,572",-,-,"$8,572",100%
"1,236",Dogville 2005 Re-release,"$8,447",-,-,"$8,447",100%
"1,237",Good Life Delivery 2005 Re-release,"$8,441",-,-,"$8,441",100%
"1,238",Twist of Faith,"$8,129","$8,129",100%,-,-
"1,239",16 Years of Alcohol,"$8,046","$8,046",100%,-,-
"1,240",Occupation: Dreamland,"$8,018","$8,018",100%,-,-
"1,241",Off Beat,"$7,970",-,-,"$7,970",100%
"1,242",A Decent Factory,"$7,925","$7,925",100%,-,-
"1,243",Samurai Resurrection 2005 Re-release,"$7,875",-,-,"$7,875",100%
"1,244",Love and Courage,"$7,458",-,-,"$7,458",100%
"1,245",Aristide and the Endless Revolution,"$6,998","$6,998",100%,-,-
"1,246",The Professor and the Story of the Origami Girl,"$6,937",-,-,"$6,937",100%
"1,247",The Tin Drum,"$6,881",-,-,"$6,881",100%
"1,248",Autumn Spring 2005 Re-release,"$6,688",-,-,"$6,688",100%
"1,249",The Aggressives,"$6,533","$6,533",100%,-,-
"1,250",Santa santita,"$6,470","$6,470",100%,-,-
"1,251","White King, Red Rubber, Black Death","$6,458","$6,458",100%,-,-
"1,252",McLibel,"$6,450","$4,337",67.2%,"$2,113",32.8%
"1,253",Georgi and the Butterflies,"$6,433",-,-,"$6,433",100%
"1,254",Plastic Tree,"$6,320",-,-,"$6,320",100%
"1,255",Owner of the Story,"$6,300",-,-,"$6,300",100%
"1,256",Solitude,"$6,260","$6,260",100%,-,-
"1,257",Alemaya,"$6,250",-,-,"$6,250",100%
"1,258",Scorched 2005 Re-release,"$6,137",-,-,"$6,137",100%
"1,259",Buenos Aires 100 Km,"$6,015",-,-,"$6,015",100%
"1,260",La dignidad de los nadies,"$5,995",-,-,"$5,995",100%
"1,261",Little Longnose 2005 Re-release,"$5,808",-,-,"$5,808",100%
"1,262",Emile,"$5,799","$5,799",100%,-,-
"1,263",The Overture 2005 Re-release,"$5,740","$2,254",39.3%,"$3,486",60.7%
"1,264",Dream,"$5,729","$5,729",100%,-,-
"1,265",The Roost,"$5,642","$5,642",100%,-,-
"1,266",Quattro Noza,"$5,471","$5,471",100%,-,-
"1,267",Buffalo Soldiers 2005 Re-release,"$5,410",-,-,"$5,410",100%
"1,268",Hotel,"$5,398",-,-,"$5,398",100%
"1,269",Once Upon a Time in High School: The Spirit of Jeet Kune Do,"$5,271",-,-,"$5,271",100%
"1,270",The President's Barber,"$5,188",-,-,"$5,188",100%
"1,271",Like a Crashed Plane,"$5,156",-,-,"$5,156",100%
"1,272",About Love 2005 Re-release,"$5,131",-,-,"$5,131",100%
"1,273",On the Other Side of the Bridge 2005 Re-release,"$5,070",-,-,"$5,070",100%
"1,274",Sex & Philosophy,"$5,043",-,-,"$5,043",100%
"1,275","Peace, Propaganda & the Promised Land","$4,930","$4,930",100%,-,-
"1,276",Close to Heaven,"$4,928",-,-,"$4,928",100%
"1,277",Your Life for Perón,"$4,916",-,-,"$4,916",100%
"1,278",Chill Out! 2005 Re-release,"$4,846",-,-,"$4,846",100%
"1,279",Perlasca,"$4,780","$4,780",100%,-,-
"1,280",Bad Moon 2005 Re-release,"$4,739",-,-,"$4,739",100%
"1,281",Isn't This a Time! A Tribute Concert for Harold Leventhal,"$4,683","$4,683",100%,-,-
"1,282","Annyeong, sayonara","$4,676",-,-,"$4,676",100%
"1,283",Sacred Stage: The Mariinsky Theater,"$4,410","$4,410",100%,-,-
"1,284",Saint Seiya the Movie,"$4,324",-,-,"$4,324",100%
"1,285",This Divided State,"$4,255","$4,255",100%,-,-
"1,286",Butterfly 2005 Re-release,"$4,235",-,-,"$4,235",100%
"1,287",The Painting,"$4,115","$4,115",100%,-,-
"1,288",Extraordinary Teacher,"$4,103",-,-,"$4,103",100%
"1,289",From 30 Second to 10 Minutes,"$3,949",-,-,"$3,949",100%
"1,290",A Hole in My Heart,"$3,784","$3,784",100%,-,-
"1,291",The Helix... Loaded,"$3,700","$3,700",100%,-,-
"1,292",Cinema Paradiso 2005 Re-release,"$3,637",-,-,"$3,637",100%
"1,293",Widow with Kimono,"$3,585",-,-,"$3,585",100%
"1,294",Happy Here and Now,"$3,574","$3,574",100%,-,-
"1,295","Seville, Southside","$3,528",-,-,"$3,528",100%
"1,296",Ladies of London: A Match Made in Tabloid Heaven,"$3,469",-,-,"$3,469",100%
"1,297",Phileine Says Sorry 2005 Re-release,"$3,351",-,-,"$3,351",100%
"1,298",I Love Your Work,"$3,264","$3,264",100%,-,-
"1,299",Sex Sells: The Making of 'Touché',"$3,252","$3,252",100%,-,-
"1,300",Secretariat Service,"$3,146",-,-,"$3,146",100%
"1,301",Nowhere Man,"$3,105","$3,105",100%,-,-
"1,302",Unveiled,"$3,025","$3,025",100%,-,-
"1,303",15,"$3,013","$3,013",100%,-,-
"1,304",Stolen Childhoods,"$2,996","$2,996",100%,-,-
"1,305",A Children's Story 2005 Re-release,"$2,963",-,-,"$2,963",100%
"1,306",Three Days of Rain,"$2,841","$2,841",100%,-,-
"1,307",Dogora - Ouvrons les yeux,"$2,809",-,-,"$2,809",100%
"1,308",Orlando Vargas,"$2,693",-,-,"$2,693",100%
"1,309","Mokpo, Gangster's Paradise","$2,677",-,-,"$2,677",100%
"1,310",Autumn of Blue,"$2,674",-,-,"$2,674",100%
"1,311",Time for Sentiments,"$2,665",-,-,"$2,665",100%
"1,312",My Mother Likes Women 2005 Re-release,"$2,517",-,-,"$2,517",100%
"1,313","Tango, un giro extraño","$2,514",-,-,"$2,514",100%
"1,314",25 Degrees in Winter 2005 Re-release,"$2,506",-,-,"$2,506",100%
"1,315",Freaky Day,"$2,460",-,-,"$2,460",100%
"1,316",The Optimists,"$2,377","$2,377",100%,-,-
"1,317",No Rest for the Brave,"$2,279",-,-,"$2,279",100%
"1,318",The Barbarian Invasions 2005 Re-release,"$2,263",-,-,"$2,263",100%
"1,319",Side Effects,"$2,216","$2,216",100%,-,-
"1,320",To Catch a Virgin Ghost,"$2,119",-,-,"$2,119",100%
"1,321",Steal Me,"$1,967","$1,967",100%,-,-
"1,322",Tang Poetry,"$1,949",-,-,"$1,949",100%
"1,323",Dragon Eye Congee: A Dream of Love,"$1,938",-,-,"$1,938",100%
"1,324",With God on Our Side: George W. Bush and the Rise of the Religious Right in America,"$1,884","$1,884",100%,-,-
"1,325",She's One of Us 2005 Re-release,"$1,870","$1,870",100%,-,-
"1,326",Crime Scene X: Snakemen in the Desert,"$1,855",-,-,"$1,855",100%
"1,327",The Boat Is Full 2005 Re-release,"$1,718","$1,718",100%,-,-
"1,328","Lost in South, Mission: Going Home","$1,511",-,-,"$1,511",100%
"1,329",Making Grace,"$1,496","$1,496",100%,-,-
"1,330",The Letter: An American Town and the 'Somali Invasion',"$1,479","$1,479",100%,-,-
"1,331",Kalyug,"$1,435","$1,435",100%,-,-
"1,332",Monumental: David Brower's Fight for Wild America,"$1,430","$1,430",100%,-,-
"1,333",Return to the Land of Wonders,"$1,338","$1,338",100%,-,-
"1,334",Proteus: A Nineteenth Century Vision,"$1,246","$1,246",100%,-,-
"1,335",Spygirl,"$1,210",-,-,"$1,210",100%
"1,336",Les fils du vent,"$1,136",-,-,"$1,136",100%
"1,337",Pleasant Days,"$1,111",-,-,"$1,111",100%
"1,338",A Letter from Mars,$959,-,-,$959,100%
"1,339",Julie Walking Home,$892,-,-,$892,100%
"1,340",Here We Are,$872,-,-,$872,100%
"1,341",Conan Series: Vol. 5-8,$855,-,-,$855,100%
"1,342",Unitled Chinese Film,$686,-,-,$686,100%
"1,343",Spooky House 2005 Re-release,$637,$637,100%,-,-
"1,344",Steve + Sky,$624,$624,100%,-,-
"1,345",One Last Dance,$581,-,-,$581,100%
"1,346",The Comedians of Comedy,$549,$549,100%,-,-
"1,347",Killing Two Birds with One Stone,$449,-,-,$449,100%
"1,348",The Dark Hours,$423,$423,100%,-,-
"1,349",Altitude 1480,$422,-,-,$422,100%
"1,350",Music in Taiwan and Mandarin: A Companionship,$255,-,-,$255,100%
"1,351",The Rules of Attraction 2005 Re-release,$251,-,-,$251,100%
"1,352",Who's Afraid of Virginia Woolf? 2005 Re-release,$28,-,-,$28,100%
